,ID,KDA,参团,输出,承伤,发育
73,VG.Qy,4.057971014492753,7.797494780793319,3.9121994923099894,6.062820712175401,8.211068211068211
74,WE.初心,4.057971014492753,5.386221294363257,4.640883977900552,6.984916809205411,8.558558558558559
75,eStarPro.无...,4.057971014492753,7.087682672233821,2.214424369120502,7.079769864717774,5.186615186615187
76,QGhappy.Gi...,3.913043478260869,6.482254697286013,2.822159175750336,6.638158917742186,7.3487773487773485
77,WE.556,3.913043478260869,6.158663883089771,1.9441540988502315,9.04213963613746,5.199485199485199
78,Hero.清融,3.7681159420289854,7.411273486430063,3.4134687173361207,6.226092365106515,7.194337194337194
79,TES.夏竹,3.7681159420289854,6.461377870563674,1.5768254442287593,7.610013994713109,5.032175032175032
80,YTG.冷心,3.7681159420289854,6.325678496868476,3.223831566373003,6.513761467889908,7.940797940797941
81,Hero.轻雨,3.4782608695652173,5.82463465553236,3.888308197700463,6.330275229357798,8.159588159588159
82,TES.苏沫,3.4782608695652173,6.722338204592902,2.3831566373002837,6.956927382988649,6.808236808236808
83,EDGM.柠栀,3.4782608695652173,6.043841336116911,3.918172315962371,6.2758513450474265,8.146718146718147
84,YTG.兽兽,3.4782608695652173,6.576200417536534,1.745557712408541,8.60830352977764,4.890604890604891
85,eStarPro.小...,3.4782608695652173,6.555323590814196,3.3014782738539643,7.651998134038252,7.4002574002574
86,Hero.久凡,3.4782608695652173,7.359081419624217,2.384649843213379,7.249261390141502,5.405405405405405
87,GK.阿改,3.333333333333333,6.544885177453027,3.2044198895027622,7.123308972166071,7.03989703989704
88,EDGM.沉,3.333333333333333,6.617954070981211,4.5005226220695835,6.474887264811072,7.4388674388674385
89,RW侠.ChengK...,3.1884057971014492,6.367432150313153,1.5932507092728088,8.032965324210855,5.019305019305019
90,TES.纵情,3.1884057971014492,6.158663883089771,2.919217560101538,6.565075415953973,7.413127413127413
91,RW侠.Djie,3.1884057971014492,6.137787056367432,3.9151859041361803,7.071995024102006,8.64864864864865
92,Hero.尘夏,3.043478260869565,6.837160751565762,1.6723906226668657,8.196236977141968,5.109395109395109
93,EDGM.小暖,3.043478260869565,7.077244258872652,1.8814394505002239,8.45125174933914,4.826254826254826
94,VG.胖墩,3.043478260869565,6.837160751565762,1.3080483798715843,8.574094231068264,5.096525096525096
95,VG.萌神,2.898550724637681,7.21294363256785,1.7813946543228312,8.28642512828487,5.199485199485199
96,RW侠.Dnan,2.898550724637681,6.492693110647182,3.491115424817082,7.87902348001866,7.425997425997426
97,eStarPro.诺...,2.898550724637681,5.6263048016701465,4.143646408839779,7.062665215363085,8.146718146718147
98,YTG.沽酒,2.898550724637681,5.835073068893529,4.157085262057638,6.9895817135748715,7.927927927927928
99,Hero.轩泽,2.898550724637681,6.116910229645094,3.3298491862027775,5.758046960037319,8.172458172458173
100,EDGM.无尘,2.463768115942029,7.286012526096034,3.05211288636703,8.72492613901415,6.885456885456885
101,QGhappy.13...,2.318840579710145,7.724425887265136,3.020755562192026,7.274140880111958,6.692406692406692
102,VG.吴勉,2.318840579710145,5.887265135699374,3.110347916977751,7.101539418441922,7.5032175032175035
103,Hero.MA,2.318840579710145,6.607515657620042,2.8102135284455727,8.788679832063442,6.435006435006435
104,YTG.落幕,1.8840579710144927,7.379958246346556,1.9381812751978498,10.0,4.800514800514801
105,TES.酒孺,1.5942028985507246,6.607515657620042,2.5518889054800655,7.563364951018504,5.945945945945946
106,TES.心醉,1.4492753623188406,3.4759916492693113,4.73943556816485,2.8378168247550923,6.795366795366795
107,RW侠.Hmanlo...,1.0144927536231882,5.219206680584551,4.2616096759743165,4.133105271341938,8.236808236808237
108,AG超玩会.麟羽,0.0,0.0,1.988950276243094,4.56383144145545,6.254826254826255
